605.222	/Users/ethanhardacre/Box/GazeShareData12-17/G_12/G_12 Recording.mp4	4769.820	60.0		Coordination			START
667.470	/Users/ethanhardacre/Box/GazeShareData12-17/G_12/G_12 Recording.mp4	4769.820	60.0		Cooperation			START
667.470	/Users/ethanhardacre/Box/GazeShareData12-17/G_12/G_12 Recording.mp4	4769.820	60.0		Coordination			STOP
692.468	/Users/ethanhardacre/Box/GazeShareData12-17/G_12/G_12 Recording.mp4	4769.820	60.0		Collaboration			START
692.468	/Users/ethanhardacre/Box/GazeShareData12-17/G_12/G_12 Recording.mp4	4769.820	60.0		Cooperation			STOP
751.052	/Users/ethanhardacre/Box/GazeShareData12-17/G_12/G_12 Recording.mp4	4769.820	60.0		Collaboration			STOP
751.052	/Users/ethanhardacre/Box/GazeShareData12-17/G_12/G_12 Recording.mp4	4769.820	60.0		Cooperation			START
808.053	/Users/ethanhardacre/Box/GazeShareData12-17/G_12/G_12 Recording.mp4	4769.820	60.0		Cooperation			STOP
808.053	/Users/ethanhardacre/Box/GazeShareData12-17/G_12/G_12 Recording.mp4	4769.820	60.0		No interaction			START
818.803	/Users/ethanhardacre/Box/GazeShareData12-17/G_12/G_12 Recording.mp4	4769.820	60.0		Cooperation			START
818.803	/Users/ethanhardacre/Box/GazeShareData12-17/G_12/G_12 Recording.mp4	4769.820	60.0		No interaction			STOP
928.389	/Users/ethanhardacre/Box/GazeShareData12-17/G_12/G_12 Recording.mp4	4769.820	60.0		Cooperation			STOP
928.389	/Users/ethanhardacre/Box/GazeShareData12-17/G_12/G_12 Recording.mp4	4769.820	60.0		Information Sharing			START
935.639	/Users/ethanhardacre/Box/GazeShareData12-17/G_12/G_12 Recording.mp4	4769.820	60.0		Coordination			START
935.639	/Users/ethanhardacre/Box/GazeShareData12-17/G_12/G_12 Recording.mp4	4769.820	60.0		Information Sharing			STOP
941.884	/Users/ethanhardacre/Box/GazeShareData12-17/G_12/G_12 Recording.mp4	4769.820	60.0		Coordination			STOP
941.884	/Users/ethanhardacre/Box/GazeShareData12-17/G_12/G_12 Recording.mp4	4769.820	60.0		No interaction			START
961.054	/Users/ethanhardacre/Box/GazeShareData12-17/G_12/G_12 Recording.mp4	4769.820	60.0		Cooperation			START
961.054	/Users/ethanhardacre/Box/GazeShareData12-17/G_12/G_12 Recording.mp4	4769.820	60.0		No interaction			STOP
999.469	/Users/ethanhardacre/Box/GazeShareData12-17/G_12/G_12 Recording.mp4	4769.820	60.0		Cooperation			STOP
999.469	/Users/ethanhardacre/Box/GazeShareData12-17/G_12/G_12 Recording.mp4	4769.820	60.0		No interaction			START
1009.471	/Users/ethanhardacre/Box/GazeShareData12-17/G_12/G_12 Recording.mp4	4769.820	60.0		Cooperation			START
1009.471	/Users/ethanhardacre/Box/GazeShareData12-17/G_12/G_12 Recording.mp4	4769.820	60.0		No interaction			STOP
1057.637	/Users/ethanhardacre/Box/GazeShareData12-17/G_12/G_12 Recording.mp4	4769.820	60.0		Cooperation			STOP
1057.637	/Users/ethanhardacre/Box/GazeShareData12-17/G_12/G_12 Recording.mp4	4769.820	60.0		Coordination			START
1066.388	/Users/ethanhardacre/Box/GazeShareData12-17/G_12/G_12 Recording.mp4	4769.820	60.0		Coordination			STOP
1066.388	/Users/ethanhardacre/Box/GazeShareData12-17/G_12/G_12 Recording.mp4	4769.820	60.0		No interaction			START
1070.638	/Users/ethanhardacre/Box/GazeShareData12-17/G_12/G_12 Recording.mp4	4769.820	60.0		Cooperation			START
1070.638	/Users/ethanhardacre/Box/GazeShareData12-17/G_12/G_12 Recording.mp4	4769.820	60.0		No interaction			STOP
1171.552	/Users/ethanhardacre/Box/GazeShareData12-17/G_12/G_12 Recording.mp4	4769.820	60.0		Cooperation			STOP
