time,decision
671,No interaction
672,No interaction
673,No interaction
674,No interaction
675,No interaction
676,No interaction
677,No interaction
678,No interaction
679,No interaction
680,No interaction
681,No interaction
682,No interaction
683,No interaction
684,No interaction
685,No interaction
686,No interaction
687,No interaction
688,No interaction
689,No interaction
690,No interaction
691,No interaction
692,No interaction
693,No interaction
694,No interaction
695,No interaction
696,No interaction
697,No interaction
698,No interaction
699,No interaction
700,No interaction
701,No interaction
702,No interaction
703,No interaction
704,No interaction
705,No interaction
706,No interaction
707,No interaction
708,No interaction
709,No interaction
710,No interaction
711,No interaction
712,No interaction
713,No interaction
714,No interaction
715,No interaction
716,No interaction
717,No interaction
718,No interaction
719,No interaction
720,No interaction
721,No interaction
722,No interaction
723,No interaction
724,No interaction
725,No interaction
726,No interaction
727,No interaction
728,No interaction
729,No interaction
730,No interaction
731,No interaction
732,No interaction
733,No interaction
734,No interaction
735,No interaction
736,No interaction
737,No interaction
738,No interaction
739,No interaction
740,No interaction
741,No interaction
742,No interaction
743,No interaction
744,No interaction
745,No interaction
746,No interaction
747,No interaction
748,No interaction
749,No interaction
750,No interaction
751,No interaction
752,No interaction
753,No interaction
754,No interaction
755,No interaction
756,No interaction
757,No interaction
758,No interaction
759,No interaction
760,No interaction
761,No interaction
762,No interaction
763,No interaction
764,No interaction
765,No interaction
766,No interaction
767,No interaction
768,No interaction
769,No interaction
770,No interaction
771,No interaction
772,No interaction
773,No interaction
774,No interaction
775,No interaction
776,No interaction
777,No interaction
778,No interaction
779,No interaction
780,No interaction
781,No interaction
782,No interaction
783,No interaction
784,No interaction
785,No interaction
786,No interaction
787,No interaction
788,No interaction
789,No interaction
790,No interaction
791,No interaction
792,No interaction
793,No interaction
794,No interaction
795,No interaction
796,No interaction
797,No interaction
798,No interaction
799,No interaction
800,No interaction
801,No interaction
802,No interaction
803,No interaction
804,No interaction
805,No interaction
806,No interaction
807,No interaction
808,No interaction
809,No interaction
810,No interaction
811,No interaction
812,No interaction
813,No interaction
814,No interaction
815,No interaction
816,No interaction
817,No interaction
818,No interaction
819,No interaction
820,No interaction
821,No interaction
822,No interaction
823,No interaction
824,No interaction
825,No interaction
826,No interaction
827,No interaction
828,No interaction
829,No interaction
830,No interaction
831,No interaction
832,No interaction
833,No interaction
834,No interaction
835,No interaction
836,No interaction
837,No interaction
838,No interaction
839,No interaction
840,No interaction
841,No interaction
842,No interaction
843,No interaction
844,No interaction
845,No interaction
846,No interaction
847,No interaction
848,No interaction
849,No interaction
850,No interaction
851,No interaction
852,No interaction
853,No interaction
854,No interaction
855,No interaction
856,No interaction
857,No interaction
858,No interaction
859,No interaction
860,No interaction
861,No interaction
862,No interaction
863,No interaction
864,No interaction
865,No interaction
866,No interaction
867,No interaction
868,No interaction
869,No interaction
870,No interaction
871,No interaction
872,No interaction
873,No interaction
874,No interaction
875,No interaction
876,No interaction
877,No interaction
878,No interaction
879,No interaction
880,No interaction
881,No interaction
882,No interaction
883,No interaction
884,No interaction
885,No interaction
886,No interaction
887,No interaction
888,No interaction
889,No interaction
890,No interaction
891,No interaction
892,No interaction
893,No interaction
894,No interaction
895,No interaction
896,Collaboration
898,Collaboration
899,Collaboration
900,Collaboration
901,Collaboration
902,Collaboration
903,Collaboration
904,Collaboration
905,Collaboration
906,Collaboration
907,Collaboration
908,Collaboration
909,Collaboration
910,Collaboration
911,Collaboration
912,Collaboration
913,Collaboration
914,Collaboration
916,Collaboration
918,Coordination
919,Coordination
920,Coordination
921,Coordination
922,Coordination
923,Coordination
924,Coordination
925,Coordination
926,Coordination
927,Coordination
928,Coordination
929,Coordination
930,Coordination
931,Coordination
932,Coordination
933,Coordination
934,No interaction
935,No interaction
937,No interaction
938,No interaction
939,No interaction
940,No interaction
941,No interaction
942,No interaction
943,No interaction
944,No interaction
945,No interaction
946,No interaction
947,No interaction
948,No interaction
949,No interaction
950,No interaction
951,No interaction
952,No interaction
953,No interaction
954,No interaction
955,No interaction
956,No interaction
957,No interaction
958,No interaction
959,No interaction
960,No interaction
961,No interaction
962,No interaction
963,No interaction
964,No interaction
965,No interaction
966,No interaction
967,No interaction
968,No interaction
969,No interaction
970,No interaction
971,No interaction
972,No interaction
973,No interaction
974,No interaction
975,No interaction
976,No interaction
977,No interaction
978,No interaction
979,No interaction
980,No interaction
981,No interaction
982,No interaction
983,No interaction
984,No interaction
985,No interaction
986,No interaction
987,No interaction
988,No interaction
989,No interaction
990,No interaction
991,No interaction
992,No interaction
993,No interaction
994,No interaction
995,No interaction
996,No interaction
997,No interaction
998,No interaction
999,No interaction
1000,No interaction
1001,No interaction
1002,No interaction
1003,No interaction
1004,No interaction
1005,No interaction
1006,No interaction
1007,No interaction
1008,No interaction
1009,No interaction
1010,No interaction
1011,No interaction
1012,No interaction
1013,No interaction
1014,No interaction
1015,No interaction
1016,No interaction
1017,No interaction
1018,No interaction
1019,No interaction
1020,No interaction
1021,No interaction
1022,No interaction
1023,No interaction
1024,No interaction
1025,No interaction
1026,No interaction
1027,No interaction
1028,No interaction
1029,No interaction
1030,No interaction
1031,No interaction
1032,No interaction
1033,No interaction
1034,No interaction
1035,No interaction
1036,No interaction
1037,No interaction
1038,No interaction
1039,No interaction
1040,No interaction
1041,No interaction
1042,No interaction
1043,No interaction
1044,No interaction
1045,No interaction
1046,No interaction
1047,No interaction
1048,No interaction
1049,No interaction
1050,No interaction
1051,No interaction
1052,No interaction
1053,No interaction
1054,No interaction
1055,No interaction
1056,No interaction
1057,No interaction
1058,No interaction
1059,No interaction
1060,No interaction
1061,No interaction
1062,No interaction
1063,No interaction
1064,No interaction
1065,No interaction
1066,No interaction
1067,No interaction
1068,No interaction
1069,No interaction
1070,No interaction
1071,No interaction
1072,No interaction
1073,No interaction
1074,No interaction
1075,No interaction
1076,No interaction
1077,No interaction
1078,No interaction
1079,No interaction
1080,No interaction
1081,No interaction
1082,No interaction
1083,No interaction
1084,No interaction
1085,No interaction
1086,No interaction
1087,No interaction
1088,No interaction
1089,No interaction
1090,No interaction
1091,No interaction
1092,No interaction
1093,No interaction
1094,No interaction
1095,No interaction
1096,No interaction
1097,No interaction
1098,No interaction
1099,No interaction
1100,No interaction
1101,No interaction
1102,No interaction
1103,No interaction
1104,No interaction
1105,No interaction
1106,No interaction
1107,Cooperation
1108,Cooperation
1109,Cooperation
1110,Cooperation
1111,Cooperation
1112,Cooperation
1113,Cooperation
1114,Cooperation
1115,Cooperation
1116,Cooperation
1117,Cooperation
1118,Cooperation
1119,Cooperation
1120,Cooperation
1121,Cooperation
1122,Cooperation
1123,Cooperation
1124,Cooperation
1125,Cooperation
1126,Cooperation
1127,Cooperation
1128,Cooperation
1129,Cooperation
1130,Cooperation
1131,Cooperation
1132,Cooperation
1133,Cooperation
1134,Cooperation
1135,Cooperation
1136,Cooperation
1137,Cooperation
1138,Cooperation
1139,Cooperation
1140,Cooperation
1141,Cooperation
1142,Cooperation
1143,Cooperation
1144,Cooperation
1145,Cooperation
1146,Cooperation
1147,Cooperation
1148,Cooperation
1149,Cooperation
1150,Cooperation
1151,Cooperation
1152,Cooperation
1153,Cooperation
1154,Cooperation
1155,Cooperation
1156,Cooperation
1157,Cooperation
1158,Cooperation
1159,Cooperation
1160,Cooperation
1161,Cooperation
1162,Cooperation
1163,Cooperation
1164,Cooperation
1165,Cooperation
1166,Cooperation
1167,Cooperation
1168,Cooperation
1169,Cooperation
1170,Cooperation
1171,Cooperation
1172,Cooperation
1173,Cooperation
1174,Cooperation
1175,Coordination
1176,Coordination
1177,Coordination
1178,Coordination
1179,Coordination
1180,Coordination
1181,Coordination
1182,Coordination
1183,Coordination
1184,Coordination
1185,Coordination
1186,Coordination
1187,Coordination
1188,Coordination
1189,Coordination
1191,Cooperation
1192,Cooperation
1193,Cooperation
1194,Cooperation
1195,Cooperation
1196,Cooperation
1197,Cooperation
1198,Cooperation
1199,Cooperation
1200,Cooperation
1201,Cooperation
1202,Cooperation
1203,Cooperation
1204,Cooperation
1205,Cooperation
1206,Cooperation
1207,Cooperation
1208,Cooperation
1209,Cooperation
1210,Cooperation
1211,Cooperation
1212,Cooperation
1547,Coordination
1548,Coordination
1549,Coordination
1550,Coordination
1551,Coordination
1552,Coordination
1553,Coordination
1554,Coordination
1555,No interaction
1556,No interaction
1557,No interaction
1559,No interaction
1561,Light-weight interaction
1562,Light-weight interaction
1563,Light-weight interaction
1564,No interaction
1566,No interaction
1567,No interaction
1568,No interaction
1569,No interaction
1570,No interaction
1571,No interaction
1572,No interaction
1573,No interaction
1574,No interaction
1575,No interaction
1576,No interaction
1577,No interaction
1578,No interaction
1579,No interaction
1580,No interaction
1581,No interaction
1582,No interaction
1583,No interaction
1584,No interaction
1585,No interaction
1586,No interaction
1587,No interaction
1588,No interaction
1589,No interaction
1590,No interaction
1591,Light-weight interaction
1592,Light-weight interaction
1593,Light-weight interaction
1594,Light-weight interaction
1595,Light-weight interaction
1596,Light-weight interaction
1597,Light-weight interaction
1598,Light-weight interaction
1599,Light-weight interaction
1600,Light-weight interaction
1601,No interaction
1602,No interaction
1604,No interaction
1605,No interaction
1606,No interaction
1607,No interaction
1608,No interaction
1609,No interaction
1610,No interaction
1611,No interaction
1612,No interaction
1613,No interaction
1614,No interaction
1615,No interaction
1616,No interaction
1617,No interaction
1618,No interaction
1619,No interaction
1620,No interaction
1621,No interaction
1622,No interaction
1623,No interaction
1624,No interaction
1625,No interaction
1626,No interaction
1627,No interaction
1628,No interaction
1629,No interaction
1630,No interaction
1631,No interaction
1632,No interaction
1633,No interaction
1634,No interaction
1635,No interaction
1636,No interaction
1637,No interaction
1638,No interaction
1639,No interaction
1640,No interaction
1641,No interaction
1642,No interaction
1643,No interaction
1644,No interaction
1645,No interaction
1646,No interaction
1647,No interaction
1648,No interaction
1649,No interaction
1650,No interaction
1651,No interaction
1652,No interaction
1653,No interaction
1654,No interaction
1655,No interaction
1656,No interaction
1657,No interaction
1658,No interaction
1659,No interaction
1660,No interaction
1661,No interaction
1662,No interaction
1663,No interaction
1664,No interaction
1665,No interaction
1666,No interaction
1667,No interaction
1668,No interaction
1669,No interaction
1670,No interaction
1671,No interaction
1672,No interaction
1673,No interaction
1674,No interaction
1675,No interaction
1676,No interaction
1677,No interaction
1678,No interaction
1679,No interaction
1680,No interaction
1681,No interaction
1682,No interaction
1683,No interaction
1684,No interaction
1685,No interaction
1686,No interaction
1687,No interaction
1688,No interaction
1689,No interaction
1690,No interaction
1691,No interaction
1692,No interaction
1693,No interaction
1694,No interaction
1695,No interaction
1696,No interaction
1697,No interaction
1698,No interaction
1699,No interaction
1700,No interaction
1701,No interaction
1702,No interaction
1703,No interaction
1704,No interaction
1705,No interaction
1706,No interaction
1707,No interaction
1708,No interaction
1709,No interaction
1710,No interaction
1711,No interaction
1712,No interaction
1713,No interaction
1714,No interaction
1715,No interaction
1716,No interaction
1717,No interaction
1718,No interaction
1719,No interaction
1720,No interaction
1721,No interaction
1722,No interaction
1723,No interaction
1724,No interaction
1725,No interaction
1726,No interaction
1727,No interaction
1728,No interaction
1729,No interaction
1730,No interaction
1731,No interaction
1732,No interaction
1733,No interaction
1734,No interaction
1735,No interaction
1736,No interaction
1737,No interaction
1738,No interaction
1739,No interaction
1740,No interaction
1741,No interaction
1742,No interaction
1743,No interaction
1744,No interaction
1745,No interaction
1746,No interaction
1747,No interaction
1748,No interaction
1749,No interaction
1750,No interaction
1751,No interaction
1752,No interaction
1753,No interaction
1754,No interaction
1755,No interaction
1756,No interaction
1757,No interaction
1758,No interaction
1759,No interaction
1760,No interaction
1761,No interaction
1762,No interaction
1764,Cooperation
1765,Cooperation
1766,Cooperation
1767,Cooperation
1768,Light-weight interaction
1769,Light-weight interaction
1770,Light-weight interaction
1771,Light-weight interaction
1772,Light-weight interaction
1773,Light-weight interaction
1774,Light-weight interaction
1775,Light-weight interaction
1776,Light-weight interaction
1777,Light-weight interaction
1778,Light-weight interaction
1779,Light-weight interaction
1780,Light-weight interaction
1781,Light-weight interaction
1783,No interaction
1785,No interaction
1786,No interaction
1787,No interaction
1788,No interaction
1789,No interaction
1790,No interaction
1791,No interaction
1792,No interaction
1793,No interaction
1794,No interaction
1795,No interaction
1796,No interaction
1797,No interaction
1798,No interaction
1799,No interaction
1800,No interaction
1801,No interaction
1802,No interaction
1803,No interaction
1804,No interaction
1805,No interaction
1806,No interaction
1807,No interaction
1808,No interaction
1809,No interaction
1810,No interaction
1811,No interaction
1812,No interaction
1813,No interaction
1814,No interaction
1815,No interaction
1816,No interaction
1817,No interaction
1818,No interaction
1819,No interaction
1820,No interaction
1821,No interaction
1822,No interaction
1823,No interaction
1824,No interaction
1825,No interaction
1826,No interaction
1827,No interaction
1828,No interaction
1829,No interaction
1830,No interaction
1831,No interaction
1832,No interaction
1833,No interaction
1834,No interaction
1835,No interaction
1836,No interaction
1837,No interaction
1838,No interaction
1839,No interaction
1840,No interaction
1841,No interaction
1842,No interaction
1843,No interaction
1844,No interaction
1845,No interaction
1846,No interaction
1847,No interaction
1848,No interaction
1849,No interaction
1850,No interaction
1851,No interaction
1852,No interaction
1853,No interaction
1854,No interaction
1855,No interaction
1856,No interaction
1857,No interaction
1858,No interaction
1859,No interaction
1860,No interaction
1861,No interaction
1862,No interaction
1863,No interaction
1864,No interaction
1865,No interaction
1866,No interaction
1867,No interaction
1868,No interaction
1869,No interaction
1870,No interaction
1871,No interaction
1872,No interaction
1873,No interaction
1874,No interaction
1875,No interaction
1876,No interaction
1877,No interaction
1878,No interaction
1879,No interaction
1880,No interaction
1881,No interaction
1882,No interaction
1883,No interaction
1884,No interaction
1885,No interaction
1886,No interaction
1887,No interaction
1888,No interaction
1889,No interaction
1890,No interaction
1891,No interaction
1892,No interaction
1893,No interaction
1894,No interaction
1895,No interaction
1896,No interaction
1897,No interaction
1898,No interaction
1899,No interaction
1900,No interaction
1901,No interaction
1902,No interaction
1903,No interaction
1904,No interaction
1905,No interaction
1906,No interaction
1907,No interaction
1908,No interaction
1909,No interaction
1910,No interaction
1911,No interaction
1912,No interaction
1913,No interaction
1914,No interaction
1915,No interaction
1916,No interaction
1917,No interaction
1918,No interaction
1919,No interaction
1920,No interaction
1921,No interaction
1922,No interaction
1923,No interaction
1924,No interaction
1925,No interaction
1926,No interaction
1927,No interaction
1928,No interaction
1929,No interaction
1930,No interaction
1931,No interaction
1932,No interaction
1933,No interaction
1934,No interaction
1935,No interaction
1936,No interaction
1937,No interaction
1938,No interaction
1939,No interaction
1940,No interaction
1941,No interaction
1942,No interaction
1943,No interaction
1944,No interaction
1945,No interaction
1946,No interaction
1947,No interaction
1948,No interaction
1949,No interaction
1950,No interaction
1951,No interaction
1952,No interaction
1953,No interaction
1954,No interaction
1955,No interaction
1956,No interaction
1957,No interaction
1958,No interaction
1959,No interaction
1960,No interaction
1961,No interaction
1962,No interaction
1963,No interaction
1964,No interaction
1965,No interaction
1966,No interaction
1967,No interaction
1968,No interaction
1969,No interaction
1970,No interaction
1971,No interaction
1972,No interaction
1973,No interaction
1974,No interaction
1975,No interaction
1976,No interaction
1977,No interaction
1978,No interaction
1979,No interaction
1980,No interaction
1981,No interaction
1982,No interaction
1983,No interaction
1984,No interaction
1985,No interaction
1986,No interaction
1987,No interaction
1988,No interaction
1989,No interaction
1990,No interaction
1991,No interaction
1992,No interaction
1993,No interaction
1994,No interaction
1995,No interaction
1996,No interaction
1997,No interaction
1998,No interaction
1999,No interaction
2000,No interaction
2001,No interaction
2002,No interaction
2003,No interaction
2004,No interaction
2005,No interaction
2006,No interaction
2007,No interaction
2008,No interaction
2009,No interaction
2010,No interaction
2011,No interaction
2012,No interaction
2013,No interaction
2014,No interaction
2015,No interaction
2016,No interaction
2017,No interaction
2018,No interaction
2019,No interaction
2020,No interaction
2021,No interaction
2022,No interaction
2023,No interaction
2024,No interaction
2025,No interaction
2026,No interaction
2027,No interaction
2028,No interaction
2029,No interaction
2030,No interaction
2031,No interaction
2032,No interaction
2033,No interaction
2034,No interaction
2035,No interaction
2036,No interaction
2037,No interaction
2038,No interaction
2039,No interaction
2040,No interaction
2041,No interaction
2042,No interaction
2043,No interaction
2044,No interaction
2045,No interaction
2046,No interaction
2047,No interaction
2048,No interaction
2049,No interaction
2050,No interaction
2051,No interaction
2052,No interaction
2053,No interaction
2054,No interaction
2055,No interaction
2056,No interaction
2057,No interaction
2058,No interaction
2059,No interaction
2060,No interaction
2061,No interaction
2062,No interaction
2063,No interaction
2064,No interaction
2065,No interaction
2066,No interaction
2067,No interaction
2068,No interaction
2069,No interaction
2070,No interaction
2071,No interaction
2072,No interaction
2073,No interaction
2074,No interaction
2075,No interaction
2077,Coordination
2078,Coordination
2079,Coordination
2080,Coordination
2081,Coordination
2082,Coordination
2084,Cooperation
2085,Cooperation
2086,Cooperation
2087,Cooperation
2088,Cooperation
2089,Cooperation
2090,Cooperation
2091,Cooperation
2092,Cooperation
2093,Cooperation
2094,Cooperation
2095,Cooperation
2096,Cooperation
2097,Cooperation
2098,Cooperation
2099,Cooperation
2100,Cooperation
2101,Cooperation
2102,Cooperation
2103,Cooperation
2104,Cooperation
2105,Cooperation
2106,Cooperation
2107,Cooperation
2108,Cooperation
2109,Cooperation
2110,Cooperation
2111,Cooperation
2112,Cooperation
2113,Cooperation
2114,Cooperation
2115,Cooperation
2116,Cooperation
2117,Cooperation
2118,Cooperation
2119,Cooperation
2120,Cooperation
2121,Cooperation
2122,Cooperation
2123,Cooperation
2124,Cooperation
2125,Cooperation
2126,Cooperation
2127,Cooperation
2128,Cooperation
2129,Cooperation
2130,Cooperation
2131,Cooperation
2132,Cooperation
2133,Cooperation
2134,Cooperation
2135,Cooperation
2136,Cooperation
2137,Cooperation
2138,Cooperation
2139,Cooperation
2140,Cooperation
2141,Cooperation
2142,Cooperation
2143,Cooperation
2144,Cooperation
2145,Cooperation
2146,Cooperation
2147,Cooperation
2148,Cooperation
2149,Cooperation
2150,Cooperation
2152,No interaction
2153,No interaction
2154,No interaction
2155,No interaction
2156,No interaction
2157,No interaction
2158,No interaction
2159,No interaction
2160,No interaction
2161,No interaction
2162,No interaction
2163,No interaction
2164,No interaction
2165,No interaction
2166,No interaction
2167,No interaction
2168,No interaction
2169,No interaction
2170,No interaction
2171,No interaction
2172,No interaction
2173,No interaction
2174,No interaction
2175,No interaction
2176,No interaction
2177,No interaction
2178,No interaction
2179,No interaction
2180,No interaction
2181,No interaction
2182,No interaction
2183,No interaction
2184,No interaction
2185,No interaction
2186,No interaction
2187,No interaction
2188,No interaction
2189,No interaction
2190,No interaction
2191,No interaction
2192,No interaction
2193,No interaction
2194,No interaction
2195,No interaction
2196,No interaction
2197,No interaction
2198,No interaction
2199,No interaction
2200,No interaction
2201,No interaction
2202,No interaction
2203,No interaction
2204,No interaction
2205,No interaction
2206,No interaction
2207,No interaction
2208,No interaction
2209,No interaction
2210,No interaction
2211,No interaction
2212,No interaction
2213,No interaction
2214,No interaction
2215,No interaction
2216,No interaction
2217,No interaction
2218,No interaction
2219,No interaction
2220,No interaction
2221,No interaction
2222,No interaction
2223,No interaction
2224,No interaction
2225,No interaction
2226,No interaction
2227,No interaction
2228,No interaction
2229,Collaboration
2230,Collaboration
2231,Collaboration
2232,Collaboration
2233,Collaboration
2234,Collaboration
2235,Collaboration
2236,Collaboration
2237,Collaboration
2238,Collaboration
2239,Collaboration
2241,Collaboration
2242,Collaboration
2243,Collaboration
2244,Collaboration
2245,Collaboration
2246,Collaboration
2247,Collaboration
2248,Collaboration
2249,Collaboration
2250,Collaboration
2251,Collaboration
2252,Collaboration
2253,Collaboration
2254,Collaboration
2255,Collaboration
2256,Collaboration
2257,Collaboration
2258,Collaboration
2259,Collaboration
2260,Collaboration
2261,Collaboration
2262,Collaboration
2263,Collaboration
2264,Collaboration
2265,Collaboration
2266,Collaboration
2267,Collaboration
2268,Collaboration
2269,Collaboration
2270,Collaboration
2271,Collaboration
2272,Collaboration
2273,Collaboration
2274,Collaboration
2275,Collaboration
2276,Collaboration
2277,Collaboration
2278,Collaboration
2279,Collaboration
2280,Collaboration
2281,Collaboration
2282,Collaboration
2283,Collaboration
2284,Collaboration
2285,Collaboration
2286,Collaboration
2287,Collaboration
2288,Collaboration
2289,Collaboration
2290,Collaboration
2291,Collaboration
2292,Collaboration
2293,Collaboration
2294,Collaboration
2295,Collaboration
2296,Collaboration
2297,Collaboration
2298,Collaboration
2300,Collaboration
2301,Collaboration
2302,Collaboration
2303,Collaboration
2304,Collaboration
2305,Collaboration
2306,Collaboration
2307,Collaboration
2308,Collaboration
2861,Light-weight interaction
2862,Light-weight interaction
2863,Light-weight interaction
2864,Light-weight interaction
2865,Light-weight interaction
2866,Light-weight interaction
2868,No interaction
2869,No interaction
2870,No interaction
2871,No interaction
2872,No interaction
2873,No interaction
2874,No interaction
2875,No interaction
2876,No interaction
2877,No interaction
2878,No interaction
2879,No interaction
2880,No interaction
2881,No interaction
2882,No interaction
2883,No interaction
2884,No interaction
2885,No interaction
2886,No interaction
2887,No interaction
2888,No interaction
2889,No interaction
2890,No interaction
2891,No interaction
2892,No interaction
2893,No interaction
2894,No interaction
2895,No interaction
2896,No interaction
2897,No interaction
2898,No interaction
2899,No interaction
2900,No interaction
2901,No interaction
2902,No interaction
2903,No interaction
2904,No interaction
2905,No interaction
2906,No interaction
2907,No interaction
2908,No interaction
2909,No interaction
2910,No interaction
2911,No interaction
2912,No interaction
2913,No interaction
2914,No interaction
2915,No interaction
2916,No interaction
2917,No interaction
2918,No interaction
2919,No interaction
2920,No interaction
2921,No interaction
2922,No interaction
2923,No interaction
2924,No interaction
2925,No interaction
2926,No interaction
2927,No interaction
2928,No interaction
2929,No interaction
2930,No interaction
2931,No interaction
2932,Light-weight interaction
2933,Light-weight interaction
2934,Light-weight interaction
2935,Light-weight interaction
2936,Light-weight interaction
2938,Cooperation
2939,Cooperation
2940,Cooperation
2941,Cooperation
2942,Cooperation
2943,Cooperation
2944,No interaction
2945,No interaction
2946,No interaction
2948,No interaction
2949,No interaction
2950,No interaction
2951,No interaction
2952,No interaction
2953,No interaction
2954,No interaction
2955,No interaction
2956,No interaction
2957,No interaction
2958,No interaction
2959,No interaction
2960,No interaction
2961,No interaction
2962,No interaction
2963,No interaction
2964,No interaction
2965,No interaction
2966,No interaction
2967,No interaction
2968,No interaction
2969,No interaction
2970,No interaction
2971,No interaction
2972,No interaction
2973,No interaction
2974,No interaction
2975,No interaction
2976,No interaction
2977,No interaction
2978,No interaction
2979,No interaction
2980,No interaction
2981,No interaction
2982,No interaction
2983,No interaction
2984,No interaction
2985,No interaction
2986,No interaction
2987,No interaction
2988,No interaction
2989,No interaction
2990,No interaction
2991,No interaction
2992,No interaction
2993,No interaction
2994,No interaction
2995,No interaction
2996,No interaction
2997,No interaction
2998,No interaction
2999,No interaction
3000,No interaction
3001,No interaction
3002,No interaction
3003,No interaction
3004,No interaction
3005,No interaction
3006,No interaction
3007,No interaction
3008,No interaction
3009,No interaction
3010,No interaction
3011,No interaction
3012,No interaction
3013,No interaction
3014,No interaction
3015,No interaction
3016,No interaction
3017,No interaction
3018,No interaction
3019,No interaction
3020,No interaction
3021,No interaction
3022,No interaction
3023,No interaction
3024,No interaction
3025,No interaction
3026,No interaction
3027,No interaction
3028,No interaction
3029,No interaction
3030,No interaction
3031,No interaction
3032,No interaction
3033,No interaction
3034,No interaction
3035,No interaction
3036,No interaction
3037,No interaction
3038,No interaction
3039,No interaction
3040,No interaction
3041,No interaction
3042,No interaction
3043,No interaction
3044,No interaction
3045,No interaction
3046,No interaction
3047,No interaction
3048,No interaction
3049,No interaction
3050,No interaction
3051,No interaction
3052,No interaction
3053,No interaction
3054,No interaction
3055,No interaction
3056,No interaction
3057,No interaction
3058,No interaction
3059,No interaction
3060,No interaction
3061,No interaction
3062,No interaction
3063,No interaction
3064,No interaction
3065,No interaction
3066,No interaction
3067,No interaction
3068,No interaction
3069,No interaction
3070,No interaction
3071,No interaction
3072,No interaction
3073,No interaction
3074,No interaction
3075,No interaction
3076,No interaction
3077,No interaction
3078,No interaction
3079,No interaction
3080,No interaction
3081,No interaction
3082,No interaction
3083,No interaction
3084,No interaction
3085,No interaction
3086,No interaction
3087,No interaction
3088,No interaction
