time,decision
1169,Cooperation
1170,Cooperation
1171,Cooperation
1172,Cooperation
1173,Cooperation
1174,Cooperation
1175,Cooperation
1176,Cooperation
1177,Cooperation
1178,Cooperation
1179,Cooperation
1180,Cooperation
1181,Cooperation
1182,Cooperation
1183,Cooperation
1184,Cooperation
1185,Cooperation
1186,Cooperation
1187,Cooperation
1188,Cooperation
1189,Cooperation
1190,Cooperation
1191,Cooperation
1192,Cooperation
1193,Cooperation
1194,Cooperation
1195,Cooperation
1196,Cooperation
1197,Cooperation
1198,Cooperation
1199,Cooperation
1200,Cooperation
1201,Cooperation
1202,Cooperation
1203,Cooperation
1204,Cooperation
1205,Cooperation
1206,Cooperation
1207,Cooperation
1208,Cooperation
1209,Cooperation
1210,Cooperation
1211,Cooperation
1212,Cooperation
1213,Cooperation
1214,Cooperation
1215,Cooperation
1216,Cooperation
1217,Cooperation
1218,Cooperation
1219,Cooperation
1220,Cooperation
1221,Cooperation
1222,Cooperation
1223,Cooperation
1224,Cooperation
1225,Cooperation
1226,Cooperation
1227,Cooperation
1228,Cooperation
1229,Cooperation
1230,Cooperation
1231,Cooperation
1232,Cooperation
1233,Cooperation
1234,Cooperation
1235,Cooperation
1236,Cooperation
1237,Cooperation
1238,Cooperation
1239,Cooperation
1240,Cooperation
1241,Cooperation
1242,Cooperation
1243,Cooperation
1244,Cooperation
1245,Cooperation
1246,Cooperation
1247,Cooperation
1248,Cooperation
1249,Cooperation
1250,Cooperation
1251,Cooperation
1252,Cooperation
1253,Cooperation
1254,Cooperation
1255,Cooperation
1256,Cooperation
1257,Cooperation
1258,Cooperation
1259,Cooperation
1260,Cooperation
1261,Cooperation
1262,Cooperation
1263,Cooperation
1264,Cooperation
1265,Cooperation
1266,Cooperation
1267,Cooperation
1268,Coordination
1269,Coordination
1271,No interaction
1272,No interaction
1273,No interaction
1274,No interaction
1275,No interaction
1276,No interaction
1277,No interaction
1278,No interaction
1279,No interaction
1280,No interaction
1281,No interaction
1282,No interaction
1283,No interaction
1284,No interaction
1285,No interaction
1286,No interaction
1287,No interaction
1288,No interaction
1289,No interaction
1290,No interaction
1291,No interaction
1292,No interaction
1293,No interaction
1294,No interaction
1295,No interaction
1296,No interaction
1297,No interaction
1298,No interaction
1299,No interaction
1300,No interaction
1301,No interaction
1302,No interaction
1303,No interaction
1304,No interaction
1305,No interaction
1306,No interaction
1307,No interaction
1308,No interaction
1309,No interaction
1310,No interaction
1311,No interaction
1312,No interaction
1313,No interaction
1315,Cooperation
1316,Cooperation
1317,Cooperation
1318,Cooperation
1319,Cooperation
1320,Cooperation
1321,Cooperation
1322,Cooperation
1323,Cooperation
1324,Cooperation
1325,Cooperation
1326,Cooperation
1327,Cooperation
1328,Cooperation
1329,Cooperation
1330,Cooperation
1331,Cooperation
1332,Cooperation
1333,Cooperation
1334,Cooperation
1335,Cooperation
1336,Cooperation
1337,Cooperation
1338,Cooperation
1339,Cooperation
1340,Cooperation
1341,Cooperation
1342,Cooperation
1343,Cooperation
1344,Cooperation
1345,Cooperation
1346,Cooperation
1347,Cooperation
1348,No interaction
1349,No interaction
1350,No interaction
1352,Cooperation
1353,Cooperation
1354,Cooperation
1355,Cooperation
1356,Cooperation
1357,Cooperation
1358,Cooperation
1359,Cooperation
1360,Cooperation
1361,Cooperation
1362,Cooperation
1363,Cooperation
1364,Cooperation
1365,Cooperation
1366,Cooperation
1367,Cooperation
1368,Cooperation
1369,Cooperation
1370,Cooperation
1371,Cooperation
1372,Cooperation
1373,Cooperation
1374,Cooperation
1375,Cooperation
1376,Cooperation
1377,Cooperation
1378,Cooperation
1379,Cooperation
1380,Cooperation
1381,Cooperation
1382,Cooperation
1383,Cooperation
1384,Cooperation
1385,Cooperation
1386,Cooperation
1387,Cooperation
1388,Cooperation
1389,Cooperation
1390,Cooperation
1391,Cooperation
1392,Cooperation
1393,No interaction
1394,No interaction
1395,No interaction
1397,Cooperation
1398,Cooperation
1399,Cooperation
1400,Cooperation
1401,Cooperation
1402,Cooperation
1403,Cooperation
1404,Cooperation
1405,Cooperation
1406,Cooperation
1407,Cooperation
1408,Cooperation
1409,Cooperation
1410,Cooperation
1411,Cooperation
1412,Cooperation
1413,Cooperation
1414,Cooperation
1415,Cooperation
1416,Cooperation
1417,Cooperation
1418,Cooperation
1419,Cooperation
1420,Cooperation
1421,Cooperation
1422,Cooperation
1423,Cooperation
1424,Cooperation
1425,Cooperation
1426,Cooperation
1427,Cooperation
1428,Cooperation
1429,Cooperation
1430,Cooperation
1431,Cooperation
1432,Cooperation
1433,Cooperation
1434,Cooperation
1435,Cooperation
1436,Cooperation
1437,Cooperation
1438,Information Sharing
1439,Information Sharing
1441,Information Sharing
1442,Information Sharing
1443,Information Sharing
1444,Information Sharing
1445,Information Sharing
1446,Information Sharing
1447,Information Sharing
1448,No interaction
1449,No interaction
1450,No interaction
1451,No interaction
1452,No interaction
1453,Coordination
1454,Coordination
1455,Coordination
1456,Coordination
1457,Coordination
1459,Coordination
1460,Coordination
1461,Coordination
1462,Coordination
1463,Coordination
1464,Coordination
1465,No interaction
1466,No interaction
1467,No interaction
1468,No interaction
1469,No interaction
1470,No interaction
1471,No interaction
1473,No interaction
1474,No interaction
1475,No interaction
1476,No interaction
1477,No interaction
1478,No interaction
1479,No interaction
1480,No interaction
1482,No interaction
1483,No interaction
1484,No interaction
1485,No interaction
1486,No interaction
1487,No interaction
1488,No interaction
1489,No interaction
1490,No interaction
1491,No interaction
1492,No interaction
1493,No interaction
1494,No interaction
1495,No interaction
1496,No interaction
1497,No interaction
1498,No interaction
1499,No interaction
1500,No interaction
1501,No interaction
1502,No interaction
1503,No interaction
1504,No interaction
1505,No interaction
1507,No interaction
1508,No interaction
1509,No interaction
1510,No interaction
1511,No interaction
1512,No interaction
1513,No interaction
1514,No interaction
1515,No interaction
1516,No interaction
1517,No interaction
1518,No interaction
1519,No interaction
1520,No interaction
1521,No interaction
1522,No interaction
1523,No interaction
1524,No interaction
1525,No interaction
1526,No interaction
1527,No interaction
1528,No interaction
1529,No interaction
1530,No interaction
1531,No interaction
1532,No interaction
1533,No interaction
1534,No interaction
1535,No interaction
1536,No interaction
1537,No interaction
1538,No interaction
1539,No interaction
1540,No interaction
1541,No interaction
1542,No interaction
1543,No interaction
1544,No interaction
1545,No interaction
1546,No interaction
1547,No interaction
1548,No interaction
1549,No interaction
1550,No interaction
1551,No interaction
1552,Collaboration
1553,Collaboration
1554,Collaboration
1555,Collaboration
1556,Collaboration
1557,Collaboration
1558,Collaboration
1559,Collaboration
1560,Collaboration
1561,Collaboration
1562,Collaboration
1563,Collaboration
1564,Collaboration
1565,Collaboration
1566,Collaboration
1567,Collaboration
1569,No interaction
1570,No interaction
1571,No interaction
1572,No interaction
1573,No interaction
1574,No interaction
1575,No interaction
1576,No interaction
1577,No interaction
1578,No interaction
1579,No interaction
1580,No interaction
1581,No interaction
1582,No interaction
1583,No interaction
1584,No interaction
1585,No interaction
1586,No interaction
1587,No interaction
1588,No interaction
1589,No interaction
1590,No interaction
1591,No interaction
1592,No interaction
1593,No interaction
1594,No interaction
1595,Cooperation
1596,Cooperation
1598,Cooperation
1599,Cooperation
1600,Cooperation
1601,Cooperation
1602,Cooperation
1603,Cooperation
1604,Cooperation
1605,Cooperation
1606,Cooperation
1607,Cooperation
1608,Cooperation
1609,Cooperation
1610,Cooperation
1611,Cooperation
1612,Cooperation
1613,Cooperation
1614,Cooperation
1615,Cooperation
1616,Cooperation
1617,Cooperation
1618,Cooperation
1619,Cooperation
1620,Cooperation
1621,Cooperation
1622,Cooperation
1623,Cooperation
1624,Cooperation
1625,Cooperation
1626,Cooperation
1627,Cooperation
1628,Cooperation
1629,Cooperation
1630,Cooperation
1631,Cooperation
1632,Cooperation
1633,Cooperation
1634,Cooperation
1635,Cooperation
1636,Cooperation
1637,
1638,
1639,
1640,
1641,
1642,
1643,
1644,
1646,Information Sharing
1647,Information Sharing
1649,No interaction
1650,No interaction
1651,No interaction
1652,No interaction
1653,No interaction
1654,No interaction
1655,No interaction
1656,No interaction
1657,No interaction
1658,No interaction
1659,No interaction
1660,No interaction
1661,No interaction
1662,No interaction
1663,No interaction
1664,No interaction
2187,Coordination
2188,Coordination
2189,Coordination
2190,Light-weight interaction
2192,Light-weight interaction
2193,Light-weight interaction
2194,Light-weight interaction
2195,Light-weight interaction
2196,Light-weight interaction
2197,Light-weight interaction
2198,Light-weight interaction
2199,Light-weight interaction
2200,Light-weight interaction
2201,Light-weight interaction
2202,Light-weight interaction
2203,Light-weight interaction
2204,Light-weight interaction
2205,Light-weight interaction
2206,
2207,
2209,Light-weight interaction
2210,Light-weight interaction
2212,Cooperation
2213,Cooperation
2214,Cooperation
2215,Cooperation
2216,Cooperation
2217,Cooperation
2218,Cooperation
2219,Cooperation
2220,Cooperation
2221,Cooperation
2222,Cooperation
2223,Cooperation
2224,Cooperation
2225,Cooperation
2226,Cooperation
2227,Cooperation
2228,Cooperation
2229,Cooperation
2230,Cooperation
2231,Cooperation
2232,Cooperation
2233,Cooperation
2234,Cooperation
2235,Cooperation
2236,Cooperation
2237,Cooperation
2238,Cooperation
2239,Cooperation
2240,Cooperation
2241,Cooperation
2242,Cooperation
2243,Cooperation
2244,Cooperation
2245,Cooperation
2246,Cooperation
2247,No interaction
2248,No interaction
2250,No interaction
2251,No interaction
2252,No interaction
2253,No interaction
2254,No interaction
2255,No interaction
2256,No interaction
2257,No interaction
2258,No interaction
2259,No interaction
2260,No interaction
2261,No interaction
2262,No interaction
2263,No interaction
2264,Cooperation
2265,Cooperation
2267,Cooperation
2268,Cooperation
2269,Cooperation
2270,Cooperation
2271,Cooperation
2272,Cooperation
2273,Cooperation
2274,Cooperation
2275,Cooperation
2276,Cooperation
2277,Cooperation
2278,Cooperation
2279,Cooperation
2280,Cooperation
2281,Cooperation
2282,Cooperation
2283,Cooperation
2284,Cooperation
2286,Cooperation
2287,Cooperation
2288,Cooperation
2289,Cooperation
2290,Cooperation
2291,Cooperation
2292,Cooperation
2293,Cooperation
2294,Cooperation
2295,Cooperation
2296,Cooperation
2297,Cooperation
2298,Cooperation
2299,Cooperation
2300,Cooperation
2301,Cooperation
2302,Cooperation
2303,Cooperation
2304,Cooperation
2305,Cooperation
2306,Cooperation
2307,Cooperation
2308,Cooperation
2309,Cooperation
2310,Cooperation
2311,Cooperation
2312,Cooperation
2313,Cooperation
2314,Cooperation
2315,Cooperation
2316,Cooperation
2317,Cooperation
2318,Cooperation
2319,Cooperation
2320,Cooperation
2321,Cooperation
2322,Cooperation
2323,Cooperation
2324,Cooperation
2325,Cooperation
2326,Cooperation
2327,Cooperation
2328,Cooperation
2329,Cooperation
2330,Cooperation
2331,Cooperation
2332,Cooperation
2333,Cooperation
2334,Cooperation
2335,Cooperation
2336,Cooperation
2337,Cooperation
2338,Cooperation
2339,Cooperation
2340,Cooperation
2341,Cooperation
2342,Cooperation
2343,Cooperation
2344,Cooperation
2345,Cooperation
2346,Cooperation
2347,Cooperation
2348,Cooperation
2349,Cooperation
2350,Cooperation
2351,Cooperation
2352,Cooperation
2353,Cooperation
2354,Cooperation
2355,Cooperation
2356,Cooperation
2357,Cooperation
2358,Cooperation
2359,Cooperation
2360,Cooperation
2361,Cooperation
2362,Cooperation
2363,Cooperation
2364,Cooperation
2365,Cooperation
2366,Cooperation
2367,Cooperation
2368,Cooperation
2369,Cooperation
2370,Cooperation
2371,Cooperation
2372,Cooperation
2373,Cooperation
2374,Cooperation
2375,Cooperation
2376,Cooperation
2377,Cooperation
2378,Cooperation
2379,Cooperation
2380,Cooperation
2381,Cooperation
2382,Cooperation
2383,Cooperation
2384,Cooperation
2385,Cooperation
2386,Cooperation
2387,Cooperation
2388,Cooperation
2389,Cooperation
2390,Cooperation
2391,Cooperation
2392,Cooperation
2393,Cooperation
2394,Cooperation
2395,Cooperation
2396,Cooperation
2397,Cooperation
2398,Cooperation
2399,Cooperation
2400,Cooperation
2401,Cooperation
2402,Cooperation
2403,Cooperation
2404,Cooperation
2405,Cooperation
2406,Cooperation
2407,Cooperation
2408,Cooperation
2409,Cooperation
2410,Cooperation
2411,Cooperation
2412,Cooperation
2413,Cooperation
2414,Cooperation
2415,Cooperation
2416,Cooperation
2417,Cooperation
2418,Cooperation
2419,Cooperation
2420,Cooperation
2421,Cooperation
2422,Cooperation
2423,Cooperation
2424,Cooperation
2425,Cooperation
2426,Cooperation
2427,Cooperation
2428,Cooperation
2429,Cooperation
2430,Cooperation
2431,Cooperation
2432,Cooperation
2433,Cooperation
2434,Cooperation
2435,Cooperation
2436,Cooperation
2437,Cooperation
2438,Cooperation
2439,Cooperation
2440,Cooperation
2441,Cooperation
2442,Cooperation
2443,Cooperation
2444,Cooperation
2445,Cooperation
2446,Cooperation
2447,Cooperation
2448,Cooperation
2449,Cooperation
2450,Cooperation
2451,Cooperation
2452,Cooperation
2453,Cooperation
2454,Cooperation
2455,Cooperation
2456,Cooperation
2457,Cooperation
2458,Cooperation
2459,Cooperation
2460,Cooperation
2461,Cooperation
2462,Cooperation
2463,Cooperation
2464,Cooperation
2465,Cooperation
2466,Cooperation
2467,Cooperation
2468,Cooperation
2469,Cooperation
2470,Cooperation
2471,Cooperation
2472,Cooperation
2473,Cooperation
2474,Cooperation
2475,Cooperation
2476,Cooperation
2477,Cooperation
2478,Cooperation
2479,Cooperation
2480,Cooperation
2481,Cooperation
2482,Cooperation
2483,Cooperation
2484,Cooperation
2485,Cooperation
2486,Cooperation
2487,Cooperation
2488,Cooperation
2489,Cooperation
2490,Cooperation
2491,Cooperation
2492,Cooperation
2493,Cooperation
2494,Cooperation
2495,Cooperation
2496,Cooperation
2497,Cooperation
2498,Cooperation
2499,Cooperation
2500,Cooperation
2501,Cooperation
2502,Cooperation
2503,Cooperation
2504,Cooperation
2505,Cooperation
2506,Cooperation
2507,Cooperation
2508,Cooperation
2509,Cooperation
2510,Cooperation
2511,Cooperation
2512,Cooperation
2513,Cooperation
2514,Cooperation
2515,Cooperation
2516,Cooperation
2517,Cooperation
2518,Cooperation
2519,Cooperation
2520,Cooperation
2521,Cooperation
2522,Cooperation
2523,Cooperation
2524,Cooperation
2525,Cooperation
2526,Cooperation
2527,Cooperation
2528,Cooperation
2529,Cooperation
2530,Cooperation
2531,Cooperation
2532,Cooperation
2533,Cooperation
2534,Cooperation
2535,Cooperation
2536,Cooperation
2537,Cooperation
2538,Cooperation
2539,Cooperation
2540,Cooperation
2541,Cooperation
2542,Cooperation
2543,Cooperation
2544,Cooperation
2545,Cooperation
2546,Cooperation
2547,Cooperation
2548,Cooperation
2549,Cooperation
2550,Cooperation
2551,Cooperation
2552,Cooperation
2553,Cooperation
2554,Cooperation
2555,Cooperation
2556,Cooperation
2557,Cooperation
2558,Cooperation
2559,Cooperation
2560,Information Sharing
2561,Information Sharing
2562,Information Sharing
2563,Information Sharing
2564,Information Sharing
2565,Information Sharing
2566,Information Sharing
2567,Information Sharing
2568,Information Sharing
2569,Information Sharing
2570,Information Sharing
2571,Information Sharing
2572,Information Sharing
2574,Cooperation
2575,Cooperation
2576,Cooperation
2577,Cooperation
2578,Cooperation
2579,Cooperation
2580,Cooperation
2581,Cooperation
2582,Cooperation
2583,Cooperation
2584,Cooperation
2585,Cooperation
2586,Cooperation
2587,Cooperation
2588,Cooperation
2589,Cooperation
2590,Cooperation
2591,Cooperation
2592,Cooperation
2593,Cooperation
2594,Cooperation
2595,Cooperation
2596,Cooperation
2597,Cooperation
2598,Cooperation
2599,Cooperation
2600,Cooperation
2601,Cooperation
2602,Cooperation
2603,Cooperation
2604,Cooperation
2605,Cooperation
2606,Cooperation
2607,Cooperation
2608,Cooperation
2609,Cooperation
2610,Cooperation
2611,Cooperation
2612,Cooperation
2613,Cooperation
2614,Cooperation
2615,Cooperation
2616,Cooperation
2617,Cooperation
2618,Cooperation
2619,Cooperation
2620,Cooperation
2621,Cooperation
2622,Cooperation
2623,Cooperation
2624,Cooperation
2625,Cooperation
2626,Cooperation
2627,Cooperation
2628,Cooperation
2629,Cooperation
2630,Cooperation
2631,Cooperation
2632,Cooperation
2633,Cooperation
2634,Cooperation
2635,Information Sharing
2636,Information Sharing
2637,Information Sharing
2639,Information Sharing
2640,Information Sharing
2641,Information Sharing
2642,Information Sharing
2643,Information Sharing
2644,Information Sharing
2645,Information Sharing
2646,Information Sharing
2647,Information Sharing
2648,Information Sharing
2649,Information Sharing
2650,Information Sharing
2651,Information Sharing
2652,Information Sharing
2653,Information Sharing
2654,Information Sharing
2655,Information Sharing
2657,Information Sharing
2658,Information Sharing
2660,Cooperation
2661,Cooperation
2662,Cooperation
2663,Cooperation
2664,Cooperation
2665,Cooperation
2666,Cooperation
2667,Cooperation
2668,Cooperation
2669,Cooperation
2670,Cooperation
2671,Cooperation
2672,Cooperation
2673,Cooperation
2674,Cooperation
2675,Cooperation
2676,Cooperation
2677,Cooperation
2678,Cooperation
2679,Cooperation
2680,Cooperation
2681,Cooperation
2682,Cooperation
2683,Cooperation
2684,Cooperation
2685,Cooperation
2686,Cooperation
2687,Cooperation
2688,Cooperation
2689,Cooperation
2690,Cooperation
2691,Cooperation
2692,Cooperation
2693,Cooperation
2694,Cooperation
2695,Cooperation
2696,Cooperation
2697,Cooperation
2698,Cooperation
2699,Cooperation
2700,Cooperation
2701,Cooperation
2702,Cooperation
2703,Cooperation
2704,Cooperation
2705,Cooperation
2706,Cooperation
2707,Cooperation
2708,Cooperation
2709,Cooperation
2710,Cooperation
2711,Cooperation
2712,Cooperation
2713,Cooperation
2714,Cooperation
2715,Cooperation
2716,Cooperation
2717,Cooperation
2718,Cooperation
2719,Cooperation
2720,Cooperation
2721,Coordination
2722,Coordination
2723,Coordination
2725,Light-weight interaction
2726,Light-weight interaction
2727,Light-weight interaction
2728,Light-weight interaction
2729,Light-weight interaction
2730,Light-weight interaction
2731,Light-weight interaction
2732,Light-weight interaction
2733,Light-weight interaction
2734,Light-weight interaction
2735,Light-weight interaction
2736,Light-weight interaction
2737,Light-weight interaction
2738,Light-weight interaction
2740,Light-weight interaction
2741,Light-weight interaction
2742,Light-weight interaction
2743,Light-weight interaction
2744,Light-weight interaction
2746,No interaction
2747,No interaction
2748,No interaction
2749,No interaction
2750,No interaction
2751,No interaction
2752,No interaction
2753,No interaction
2754,No interaction
2755,No interaction
2756,No interaction
2757,No interaction
2759,No interaction
2760,No interaction
2761,No interaction
2762,No interaction
2763,No interaction
2764,No interaction
2765,No interaction
2766,No interaction
2767,No interaction
2768,No interaction
2769,No interaction
2770,No interaction
2771,No interaction
2772,No interaction
2773,No interaction
2774,No interaction
2775,No interaction
2776,No interaction
2777,No interaction
2778,No interaction
2779,No interaction
2780,No interaction
2781,No interaction
2782,No interaction
2783,No interaction
2784,No interaction
2785,No interaction
2786,No interaction
2787,No interaction
2788,No interaction
2789,No interaction
2790,No interaction
2791,No interaction
2792,No interaction
2793,No interaction
2794,No interaction
2795,No interaction
2796,No interaction
2797,No interaction
2798,No interaction
2799,No interaction
2800,No interaction
2801,No interaction
2802,No interaction
2803,No interaction
2804,No interaction
2805,No interaction
2806,No interaction
2808,No interaction
2809,No interaction
2810,No interaction
2811,No interaction
2812,No interaction
2813,No interaction
2814,No interaction
2815,No interaction
2816,No interaction
2817,No interaction
2818,No interaction
2819,No interaction
2820,No interaction
2821,No interaction
2822,No interaction
2823,No interaction
2824,No interaction
2825,No interaction
2826,No interaction
2827,No interaction
2828,No interaction
2829,No interaction
2830,No interaction
2831,No interaction
2832,No interaction
2833,No interaction
2834,No interaction
2835,No interaction
2836,No interaction
2837,No interaction
2838,No interaction
2839,No interaction
2840,No interaction
2841,No interaction
2842,No interaction
2843,No interaction
2844,No interaction
2845,No interaction
2846,No interaction
2847,No interaction
2848,No interaction
3427,Coordination
3428,Coordination
3429,Coordination
3430,Cooperation
3431,Cooperation
3432,Cooperation
3433,Cooperation
3434,Cooperation
3435,Cooperation
3436,Cooperation
3438,Cooperation
3439,Cooperation
3440,Cooperation
3441,Cooperation
3442,Cooperation
3443,Cooperation
3444,Cooperation
3445,Cooperation
3446,Cooperation
3447,Cooperation
3448,Cooperation
3449,Light-weight interaction
3450,Light-weight interaction
3452,Light-weight interaction
3453,Light-weight interaction
3454,Light-weight interaction
3455,Light-weight interaction
3456,Light-weight interaction
3457,Light-weight interaction
3458,Light-weight interaction
3459,Light-weight interaction
3460,Light-weight interaction
3461,Light-weight interaction
3462,Light-weight interaction
3463,Light-weight interaction
3464,Light-weight interaction
3465,Light-weight interaction
3466,Light-weight interaction
3468,No interaction
3469,No interaction
3470,No interaction
3471,No interaction
3472,No interaction
3473,No interaction
3474,No interaction
3476,Light-weight interaction
3477,Light-weight interaction
3478,Light-weight interaction
3479,Light-weight interaction
3480,Light-weight interaction
3481,Light-weight interaction
3482,Light-weight interaction
3483,Light-weight interaction
3484,Light-weight interaction
3486,Cooperation
3487,Cooperation
3488,Cooperation
3489,Cooperation
3490,Cooperation
3491,Cooperation
3492,Cooperation
3493,Cooperation
3494,Cooperation
3495,Cooperation
3496,Cooperation
3497,Cooperation
3498,Cooperation
3499,Cooperation
3500,Cooperation
3501,Cooperation
3502,Cooperation
3503,Cooperation
3504,Cooperation
3505,Cooperation
3506,Cooperation
3507,Cooperation
3508,Cooperation
3509,Cooperation
3510,Cooperation
3511,Cooperation
3512,Cooperation
3513,Cooperation
3514,Cooperation
3515,Cooperation
3516,Cooperation
3517,Cooperation
3518,Cooperation
3519,No interaction
3520,No interaction
3521,No interaction
3522,No interaction
3523,No interaction
3524,No interaction
3525,No interaction
3526,No interaction
3527,No interaction
3528,No interaction
3529,No interaction
3531,Cooperation
3532,Cooperation
3533,Cooperation
3534,Cooperation
3535,Cooperation
3536,Cooperation
3537,Cooperation
3538,Cooperation
3539,Cooperation
3540,Cooperation
3541,Cooperation
3542,Cooperation
3543,Cooperation
3544,Cooperation
3545,Cooperation
3546,Cooperation
3547,Cooperation
3548,Cooperation
3549,Cooperation
3550,Cooperation
3551,Cooperation
3552,Cooperation
3553,Cooperation
3554,Cooperation
3555,Cooperation
3556,Cooperation
3557,Cooperation
3558,Cooperation
3559,Cooperation
3560,Cooperation
3561,Cooperation
3562,Cooperation
3563,Cooperation
3564,Cooperation
3565,Cooperation
3566,Cooperation
3567,Cooperation
