time,decision
3151,No interaction
3152,No interaction
3153,No interaction
3154,No interaction
3155,No interaction
3156,No interaction
3157,No interaction
3159,Collaboration
3160,Collaboration
3161,Collaboration
3162,Collaboration
3163,Collaboration
3165,No interaction
3166,No interaction
3167,No interaction
3168,No interaction
3169,No interaction
3170,No interaction
3171,No interaction
3172,No interaction
3173,No interaction
3174,No interaction
3175,No interaction
3176,No interaction
3177,No interaction
3178,No interaction
3179,No interaction
3180,No interaction
3181,No interaction
3182,No interaction
3183,No interaction
3184,No interaction
3185,No interaction
3186,No interaction
3187,No interaction
3188,No interaction
3189,No interaction
3190,No interaction
3191,No interaction
3192,No interaction
3193,No interaction
3194,No interaction
